"","Tipo","Literal","CCAA","Provincia","Municipio","Encuestadora.Medio","Fuente","Muestra","Trabajo.Campo","Último.día","Particip","Lead","Ganador","Ventaja","BNG","CC.NCa","CpM","Cs","CUP","EC","ECP","EH.Bildu","ERC.Sobiranistes","EV","Junts","JxCat","Más.País","Més.Compromís","NA.","PACMA","PDeCAT","PNV","PP","PRC","PSC","PSdeG.PSOE","PSOE","Somos.Región","TE","Unidas.Podemos","Vox"
"263","Generales","Galicia","Gal.","-","-","Opinòmetre/CEO","http://upceo.ceo.gencat.cat/wsceop/7988/Resumen%20en%20Espa%C3%B1ol%20_996.pdf","1200","11–19 May 2021","2021-05-19","68","0.5","ERC–Sobiranistes","ERC–Sobiranistes +0.5",NA,NA,NA,2.1,7.7,NA,10.9,NA,22.3,NA,14.2,NA,NA,NA,NA,NA,NA,NA,9.8,NA,21.8,NA,NA,NA,NA,NA,8.1
"264","Generales","España","Esp.","-","-","GAD3/ABC","https://www.abc.es/espana/abci-pp-dispara-hasta-138-escanos-y-suma-mayoria-absoluta-202105230219_noticia.html","1202","12–18 May 2021","2021-05-18","74","5.1","PP","PP +5.1",0.7,0.4,NA,3.3,1,NA,NA,1.2,3,NA,NA,2.4,4.1,NA,0.4,NA,NA,1.8,30.5,0.2,NA,NA,25.4,NA,0.1,8.3,13.8
"265","Generales","España","Esp.","-","-","Sigma Dos/Antena 3","https://www.antena3.com/noticias/espana/encuesta-ganaria-elecciones-generales-pablo-casado-arrebataria-moncloa-pedro-sanchez-apoyo-vox_2021051760a1fbe7f0676400010be1ed.html","-","17 May 2021","2021-05-17","-","4.7","PP","PP +4.7",NA,NA,NA,3.1,NA,NA,NA,NA,3,NA,NA,2,4,NA,NA,NA,NA,1.9,30.7,NA,NA,NA,26,NA,NA,10,15.7
"266","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep16my21/","1930","10–15 May 2021","2021-05-15","-","0.5","PP","PP +0.5",0.6,0.5,NA,2.9,0.9,NA,NA,1.2,3.5,NA,NA,2.4,2.9,NA,0.4,NA,NA,1.7,26.9,0.3,NA,NA,26.4,NA,0.1,10.9,15.8
"267","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.ondacero.es/noticias/espana/estaria-encima-psoe-intencion-voto_2021052160a745593610570001365cca.html","1100","10–14 May 2021","2021-05-14","64.5","2.1","PP","PP +2.1",0.6,0.4,NA,2.5,0.9,NA,NA,1.1,3.2,NA,NA,2,6,NA,0.4,NA,NA,1.3,28.1,0.3,NA,NA,26,NA,0.1,9.6,16.2
"268","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3322marMT_A.pdf","3814","4–13 May 2021","2021-05-13","-","4.5","PSOE","PSOE +4.5",0.5,0.3,NA,5.3,0.6,NA,NA,1.1,3,NA,NA,1.6,3.8,NA,0.4,NA,NA,1.1,23.4,0.2,NA,NA,27.9,NA,0.1,10.4,13.7
"269","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-mayo-2021/","1063","4–12 May 2021","2021-05-12","65.5","0.2","PP","PP +0.2",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,26.2,NA,NA,NA,26,NA,NA,8.7,15.9
"270","Generales","España","Esp.","-","-","Hamalgama Métrica/OKDiario","https://okdiario.com/espana/ciclon-ayuso-dispara-pp-encima-del-psoe-otorga-mayoria-absoluta-vox-7221232","1000","10–11 May 2021","2021-05-11","-","1.8","PP","PP +1.8",0.6,0.5,NA,2.3,0.9,NA,NA,1.3,3.1,NA,NA,2.3,5.9,NA,0.4,NA,NA,1.6,27.3,0.2,NA,NA,25.5,NA,0.1,9,17.9
"271","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20210510/jarm5wjkzvantfw42df5eej67q.html","1000","4–8 May 2021","2021-05-08","64.4","0.8","PP","PP +0.8",NA,NA,NA,2.8,NA,NA,NA,1.3,3.4,NA,NA,2.3,3.7,NA,0.4,NA,NA,1.5,26.9,NA,NA,NA,26.1,NA,NA,9.9,17.1
"272","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-coloca-como-primera-opcion-intencion-voto-primera-vez-2018-273_2021050860967e9d29c3320001d8dabf.html","-","5–7 May 2021","2021-05-07","-","0.6","PP","PP +0.6",NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,27.3,NA,NA,NA,26.7,NA,NA,7.9,18.9
"273","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://phantom-elmundo.unidadeditorial.es/4966891d3bf76f2017c0fa736ecee865/resize/473/f/webp/assets/multimedia/imagenes/2021/05/09/16205947132851.png","1000","5–6 May 2021","2021-05-06","-","4.5","PP","PP +4.5",NA,NA,NA,3.6,NA,NA,NA,NA,3.1,NA,NA,2,2,NA,NA,NA,NA,1.9,30.2,NA,NA,NA,25.7,NA,NA,13,15.2
"274","Generales","España","Esp.","-","-","Demoscopia y Servicios/ESdiario","https://www.esdiario.com/espana/332803556/Casado-adelanta-a-Sanchez-y-alcanza-la-mayoria-absoluta-con-Vox-y-Navarra-Suma.html","1000","5–6 May 2021","2021-05-06","-","0.6","PP","PP +0.6",0.6,0.4,NA,2.3,1,NA,NA,1.3,3.4,NA,NA,2.7,5.1,NA,0.4,NA,NA,1.6,25.9,0.3,NA,NA,25.3,NA,0.1,10.3,16.9
"275","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep6m21/","1825","4–6 May 2021","2021-05-06","-","1.1","PSOE","PSOE +1.1",0.6,0.5,NA,3.2,0.9,NA,NA,1.3,3.5,NA,NA,2.5,2.1,NA,0.4,NA,NA,1.6,25.8,0.3,NA,NA,26.9,NA,0.1,11.4,16.6
"276","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/epgenerales3m21/","4320","24 Apr–2 May 2021","2021-05-02","-","3.1","PSOE","PSOE +3.1",0.6,0.5,NA,4,0.9,NA,NA,1.3,3.6,NA,NA,2.3,1.7,NA,0.4,NA,NA,1.6,24,0.3,NA,NA,27.1,NA,0.1,12.3,16.9
"277","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep25a21/","3125","18–24 Apr 2021","2021-04-24","-","3.1","PSOE","PSOE +3.1",0.6,0.5,NA,4,0.9,NA,NA,1.3,3.6,NA,NA,2.3,1.6,NA,0.4,NA,NA,1.6,23.9,0.3,NA,NA,27,NA,0.1,12.5,16.9
"278","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/epgenerales18a21/","2450","10–17 Apr 2021","2021-04-17","-","2.4","PSOE","PSOE +2.4",0.6,0.5,NA,3.8,0.9,NA,NA,1.3,3.6,NA,NA,2.4,1.7,NA,0.4,NA,NA,1.6,24.2,0.3,NA,NA,26.6,NA,0.1,12.4,17.2
"279","Generales","España","Esp.","-","-","GAD3/NIUS","https://www.niusdiario.es/nacional/politica/encuesta-barometro-sociopolitico-gad-tres-intencion-voto-psoe-ganaria-elecciones-pp-recorda-distancias_18_3124020007.html","1001","14–16 Apr 2021","2021-04-16","63","1.7","PSOE","PSOE +1.7",0.6,0.4,NA,4.5,0.8,NA,NA,1.1,3.2,NA,NA,2,2.3,NA,0.4,NA,NA,1.9,27,0.2,NA,NA,28.7,NA,0.1,9.2,14.5
"280","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-psoe-ganaria-elecciones-28-votos_20210418607c233cc8fbb500018b1544.html","-","12–16 Apr 2021","2021-04-16","-","3.5","PSOE","PSOE +3.5",NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,NA,NA,28,NA,NA,9.3,18.3
"281","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","15 Apr 2021","2021-04-15","-","5.7","PSOE","PSOE +5.7",NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,24.1,NA,NA,NA,29.8,NA,NA,11.2,17.6
"282","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3318marMT_A.pdf","3823","5–14 Apr 2021","2021-04-14","-","10.9","PSOE","PSOE +10.9",0.5,0.3,NA,6.7,0.6,NA,NA,0.9,2.8,NA,NA,1.5,1.9,NA,0.4,NA,NA,1.5,20.6,NA,NA,NA,31.5,NA,NA,10.7,15.4
"283","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-abril-2021/","1053","5–13 Apr 2021","2021-04-13","65.6","5.0","PSOE","PSOE +5.0",NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,22.9,NA,NA,NA,27.9,NA,NA,11.1,17.6
"284","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep11a21/","2300","2–9 Apr 2021","2021-04-09","-","2.1","PSOE","PSOE +2.1",0.6,0.5,NA,3.9,0.9,NA,NA,1.3,3.6,NA,NA,2.4,1.7,NA,0.4,NA,NA,1.6,24.1,0.3,NA,NA,26.2,NA,0.1,12.8,17
"285","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep4a21/","2000","26 Mar–2 Apr 2021","2021-04-02","-","2.4","PSOE","PSOE +2.4",0.6,0.5,NA,3.7,0.9,NA,NA,1.3,3.6,NA,NA,2.5,1.7,NA,0.4,NA,NA,1.6,24.1,0.3,NA,NA,26.5,NA,0.1,13,16.8
"286","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20210405/usfrjtbsgnbapgs5qgz54p7ppq.html","1000","26–31 Mar 2021","2021-03-31","63.1","1.8","PSOE","PSOE +1.8",NA,NA,NA,4,NA,NA,NA,1.3,3.3,NA,NA,2.2,2.5,NA,0.4,NA,NA,1.5,24.8,NA,NA,NA,26.6,NA,NA,11.5,17.4
"287","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/ep28m21/","2000","22–26 Mar 2021","2021-03-26","-","1.9","PSOE","PSOE +1.9",0.5,0.5,NA,3.2,0.9,NA,NA,1.3,3.5,NA,NA,2.6,1.7,NA,0.4,NA,NA,1.6,24.5,0.3,NA,NA,26.4,NA,0.1,13.4,16.6
"288","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-21m-yolanda-diaz-sube-y-roza-los-40-escanos/","2513","16–20 Mar 2021","2021-03-20","-","1.7","PSOE","PSOE +1.7",0.5,0.5,NA,2.8,0.9,NA,NA,1.3,3.6,NA,NA,2.6,1.7,NA,0.4,NA,NA,1.6,24.5,0.3,NA,NA,26.2,NA,0.1,13.7,16.7
"289","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-el-psoe-ganaria-las-elecciones-con-un-284-de-los-votos_20210321605746a2f992530001f6d042.html","-","15–19 Mar 2021","2021-03-19","-","4.5","PSOE","PSOE +4.5",NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,28.4,NA,NA,9.8,18.6
"290","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-16m-yolanda-diaz-mejoraria-en-votos-y-escanos-los-resultados-de-iglesias-en-2019-y-cambia-por-completo-el-tablero-politico-nacional/","2400","15 Mar 2021","2021-03-15","-","1.6","PSOE","PSOE +1.6",0.7,0.5,NA,2.4,1.1,NA,NA,1.4,3.6,NA,NA,2.5,1.8,NA,0.4,NA,NA,1.6,24.6,0.3,NA,NA,26.2,NA,0.1,13.4,16.6
"291","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","15 Mar 2021","2021-03-15","-","7.0","PSOE","PSOE +7.0",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA,20.9,NA,NA,NA,27.9,NA,NA,11.8,19.9
"292","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-14m-cs-al-borde-de-la-desaparicion-caeria-hasta-el-25-y-solo-conservaria-el-escano-de-arrimadas/","2576","12–13 Mar 2021","2021-03-13","-","6.9","PSOE","PSOE +6.9",0.7,0.5,NA,2.5,1,NA,NA,1.4,3.6,NA,NA,2.5,1.9,NA,0.4,NA,NA,1.6,23,0.3,NA,NA,29.9,NA,0.1,9.9,18.1
"293","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3313marMT_A.pdf","3820","1–11 Mar 2021","2021-03-11","-","13.4","PSOE","PSOE +13.4",0.6,0.2,NA,9.5,0.8,NA,NA,1,3.2,NA,NA,1.5,2,NA,0.4,NA,NA,1.7,17.9,NA,NA,NA,31.3,NA,0.1,9.6,15
"294","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-marzo-2021/","1023","1–9 Mar 2021","2021-03-09","64.6","8.6","PSOE","PSOE +8.6",NA,NA,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,17.5,NA,NA,NA,27.1,NA,NA,11,18.5
"295","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-el-psoe-ganaria-las-elecciones-con-un-284-de-los-votos_20210321605746a2f992530001f6d042.html","-","1–5 Mar 2021","2021-03-05","-","3.6","PSOE","PSOE +3.6",NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,26.8,NA,NA,10.3,17.4
"296","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-7m-ciudadanos-cae-por-debajo-del-5-de-voto/","1406","28 Feb–5 Mar 2021","2021-03-05","-","7.3","PSOE","PSOE +7.3",0.7,0.5,NA,4.9,0.9,NA,NA,1.3,3.4,NA,NA,2.4,1.8,NA,0.4,NA,NA,1.4,21.2,0.3,NA,NA,28.5,NA,0.1,10.5,18.9
"297","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/2021/03/07/60453017fdddff908d8b4649.html","1096","1–3 Mar 2021","2021-03-03","-","4.3","PSOE","PSOE +4.3",NA,NA,NA,5.4,NA,NA,NA,NA,3.2,NA,NA,2,0.9,NA,NA,NA,NA,2.1,22.9,NA,NA,NA,27.2,NA,NA,11.7,17.4
"298","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20210228/eim57wiyjbaw5pd3svlc22f3yy.html","1000","24–28 Feb 2021","2021-02-28","63.3","3.7","PSOE","PSOE +3.7",NA,NA,NA,4.3,NA,NA,NA,1.3,3.3,NA,NA,2.2,2.5,NA,0.4,NA,NA,1.5,23.7,NA,NA,NA,27.4,NA,NA,10.9,18
"299","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-27f-vox-en-maximo-historico-en-voto-y-escanos-se-alza-a-menos-de-2p-del-pp/","1406","20–27 Feb 2021","2021-02-27","-","8.2","PSOE","PSOE +8.2",0.7,0.5,NA,5,0.8,NA,NA,1.4,3.4,NA,NA,2.5,1.7,NA,0.4,NA,NA,1.3,20.8,0.3,NA,NA,29,NA,0.1,10.5,19
"300","Generales","España","Esp.","-","-","GAD3/NIUS","https://www.niusdiario.es/nacional/politica/barometro-niusdiario-gad3-podemos-desgaste-gobierno-coalicion-pp-vox-suben_18_3097770327.html","1000","22–25 Feb 2021","2021-02-25","62","6.4","PSOE","PSOE +6.4",0.6,0.4,NA,5.9,1.1,NA,NA,1.2,3.7,NA,NA,2.2,1.5,NA,0.4,NA,NA,1.7,22.2,0.2,NA,NA,28.6,NA,0.1,10.1,17.1
"301","Generales","España","Esp.","-","-","DYM/Henneo","https://www.20minutos.es/noticia/4599843/0/el-batacazo-de-las-catalanas-debilita-al-pp-y-la-izquierda-recupera-espacio-pese-al-alza-de-vox/","1002","19–23 Feb 2021","2021-02-23","-","5.8","PSOE","PSOE +5.8",NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,25.4,NA,NA,12.5,18.1
"302","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.celeste-tel.es/wp-content/uploads/2021/02/Bar%C3%B3metro-Electoral-Mensual-Febrero2021.pdf","1100","17–23 Feb 2021","2021-02-23","64.4","6.0","PSOE","PSOE +6.0",0.7,0.5,NA,4.6,1.1,NA,NA,1.2,3.6,NA,NA,2.1,2.6,NA,0.4,NA,NA,1.6,22.3,0.3,NA,NA,28.3,NA,0.1,10.1,18.2
"303","Generales","España","Esp.","-","-","Hamalgama Métrica/OKDiario","https://okdiario.com/espana/cataluna-dispara-vox-sube-12-escanos-absorber-voto-cs-acerca-pp-que-gana-4-escanos-6867824","1000","19–22 Feb 2021","2021-02-22","-","6.6","PSOE","PSOE +6.6",NA,NA,NA,3.1,NA,NA,NA,NA,3.4,NA,NA,NA,2.4,NA,0.4,NA,NA,NA,22.1,NA,NA,NA,28.7,NA,NA,9.9,19.1
"304","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-21f-vox-supera-el-18-y-se-situa-en-el-limite-del-empate-tecnico-con-el-pp/","1406","17–20 Feb 2021","2021-02-20","-","8.5","PSOE","PSOE +8.5",0.7,0.5,NA,5.6,0.8,NA,NA,1.4,3.4,NA,NA,2.4,1.7,NA,0.4,NA,NA,1.3,20.9,0.3,NA,NA,29.4,NA,0.1,10,18.4
"305","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/2021/02/22/6032bced21efa06c658b45f2.html","1145","15–17 Feb 2021","2021-02-17","-","4.2","PSOE","PSOE +4.2",NA,NA,NA,6.3,NA,NA,NA,NA,3.2,NA,NA,2.2,0.9,NA,NA,NA,NA,2,23.4,NA,NA,NA,27.6,NA,NA,11.9,15.6
"306","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-especial-16f-terremoto-electoral-tras-cataluna/","1240","14–16 Feb 2021","2021-02-16","-","7.4","PSOE","PSOE +7.4",0.7,0.5,NA,5.6,0.8,NA,NA,1.4,3.4,NA,NA,2.4,1.7,NA,0.4,NA,NA,1.3,21.6,0.3,NA,NA,29,NA,0.1,10.2,17.9
"307","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","15 Feb 2021","2021-02-15","-","9.1","PSOE","PSOE +9.1",NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,19.6,NA,NA,NA,28.7,NA,NA,11.3,19.1
"308","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-13f-bajada-del-pp-subida-de-vox/","2530","6–12 Feb 2021","2021-02-12","-","4.4","PSOE","PSOE +4.4",0.7,0.5,NA,7.5,0.8,NA,NA,1.4,3.3,NA,NA,2.4,1.7,NA,0.4,NA,NA,1.5,22.9,0.3,NA,NA,27.3,NA,0.1,10.7,15.8
"309","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3309marMT_A.pdf","3869","3–11 Feb 2021","2021-02-11","-","11.9","PSOE","PSOE +11.9",0.7,0.4,NA,9.3,0.9,NA,NA,0.8,3.5,NA,NA,1.3,1.7,NA,0.4,NA,NA,1.5,18.8,0.2,NA,NA,30.7,NA,0.1,11.2,13.6
"310","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-7f-el-psoe-sube-ligeramente-vox-por-debajo-de-los-50-escanos-y-rozando-el-15/","1814","30 Jan–6 Feb 2021","2021-02-06","-","3.7","PSOE","PSOE +3.7",0.7,0.5,NA,7.4,0.8,NA,NA,1.3,3.4,NA,NA,2.3,1.8,NA,0.4,NA,NA,1.5,23.5,0.3,NA,NA,27.2,NA,0.1,10.8,15.2
"311","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-febrero-2021/","1054","1–5 Feb 2021","2021-02-05","62.0","10.0","PSOE","PSOE +10.0",NA,NA,NA,9.2,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,18.8,NA,NA,NA,28.8,NA,NA,10.3,16.9
"312","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-30e-situacion-estable-con-el-pp-duplicando-a-vox-en-escanos/","1493","22–29 Jan 2021","2021-01-29","-","3.6","PSOE","PSOE +3.6",0.7,0.5,NA,7.3,0.8,NA,NA,1.3,3.4,NA,NA,2.3,1.8,NA,0.4,NA,NA,1.5,23.4,0.3,NA,NA,27,NA,0.1,11,15.4
"313","Generales","España","Esp.","-","-","CIS","http://datos.cis.es/pdf/Es3307marMT_A.pdf","3862","7–25 Jan 2021","2021-01-25","-","10.2","PSOE","PSOE +10.2",0.5,0.5,NA,9.3,0.6,NA,NA,0.9,2.9,NA,NA,1.5,1.5,NA,0.6,NA,NA,1.6,20.5,0.3,NA,NA,30.7,NA,NA,10.7,13
"314","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-24e-bajada-de-la-izquierda-que-se-deja-varios-escanos/","1470","18–22 Jan 2021","2021-01-22","-","3.9","PSOE","PSOE +3.9",0.7,0.5,NA,7.3,0.8,NA,NA,1.3,3.4,NA,NA,2.3,1.7,NA,0.4,NA,NA,1.5,23.2,0.3,NA,NA,27.1,NA,0.1,11,15.6
"315","Generales","España","Esp.","-","-","InvyMark/laSexta","https://www.lasexta.com/noticias/nacional/barometro-lasexta-el-psoe-obtendria-el-27-de-los-votos-seguido-del-pp-23_20210124600d73f2ce4427000169c7c3.html","-","18–22 Jan 2021","2021-01-22","-","3.8","PSOE","PSOE +3.8",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2,NA,NA,NA,27,NA,NA,10.2,16.9
"316","Generales","España","Esp.","-","-","Metroscopia","https://www.vozpopuli.com/espana/metroscopia-pp-guerra-casado-ayuso.html","-","15 Jan 2021","2021-01-15","-","4.4","PSOE","PSOE +4.4",NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,22.8,NA,NA,NA,27.2,NA,NA,11.5,16.5
"317","Generales","España","Esp.","-","-","Celeste-Tel/Onda Cero","https://www.celeste-tel.es/wp-content/uploads/2021/01/Bar%C3%B3metro-Electoral-Mensual-Enero2021.pdf","1100","11–15 Jan 2021","2021-01-15","64.7","3.3","PSOE","PSOE +3.3",0.9,0.5,NA,6.7,1,NA,NA,1.2,3.9,NA,NA,2.2,2.5,NA,0.4,NA,NA,1.6,23.7,0.3,NA,NA,27,NA,0.1,11.8,14.8
"318","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-17e-vox-continua-a-la-baja-y-marca-su-peor-dato-desde-agosto-cs-en-el-7/","1382","11–15 Jan 2021","2021-01-15","-","4.1","PSOE","PSOE +4.1",0.7,0.5,NA,7.1,0.8,NA,NA,1.3,3.3,NA,NA,2.3,1.7,NA,0.4,NA,NA,1.5,23.1,0.3,NA,NA,27.2,NA,0.1,11.1,15.8
"319","Generales","España","Esp.","-","-","Hamalgama Métrica/OKDiario","https://okdiario.com/espana/pp-sube-105-escanos-queda-solo-4-del-psoe-vox-crece-55-podemos-cs-siguen-cayendo-6704995","1000","12–14 Jan 2021","2021-01-14","-","2.0","PSOE","PSOE +2.0",NA,NA,NA,5.2,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,0.4,NA,NA,NA,24.4,NA,NA,NA,26.4,NA,NA,12.5,15.6
"320","Generales","España","Esp.","-","-","Simple Lógica","https://www.simplelogica.com/es/intencion-de-voto-y-valoracion-de-lideres-politicos-enero-2021/","1045","4–13 Jan 2021","2021-01-13","66.3","5.2","PSOE","PSOE +5.2",NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,21.1,NA,NA,NA,26.3,NA,NA,10.7,15.2
"321","Generales","España","Esp.","-","-","SyM Consulting","https://twitter.com/Barometrocm/status/1350135779260059650","2915","7–10 Jan 2021","2021-01-10","70.0","2.1","PSOE","PSOE +2.1",NA,NA,NA,6.6,NA,NA,NA,1.1,3.7,NA,NA,2,NA,NA,NA,NA,NA,1.6,24.6,NA,NA,NA,26.7,NA,NA,9.6,14.2
"322","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-10e-situacion-estable-sin-apenas-diferencias/","1562","3–9 Jan 2021","2021-01-09","-","4.4","PSOE","PSOE +4.4",0.6,0.5,NA,6.9,0.8,NA,NA,1.3,3.3,NA,NA,2.4,1.7,NA,0.4,NA,NA,1.5,22.8,0.3,NA,NA,27.2,NA,0.1,11.2,16.1
"323","Generales","España","Esp.","-","-","SocioMétrica/El Español","https://www.elespanol.com/espana/20210107/pedro-sanchez-pablo-iglesias-pierden-retendrian-minorias/549196091_0.html","1206","28 Dec–5 Jan 2021","2021-01-05","-","3.8","PSOE","PSOE +3.8",0.6,0.8,NA,6.7,NA,NA,NA,1.3,3.4,NA,NA,2.7,2.5,NA,0.3,NA,NA,1.8,22.9,0.3,NA,NA,26.7,NA,0.1,10.5,16.7
"324","Generales","España","Esp.","-","-","ElectoPanel/Electomanía","https://electomania.es/electopanel-3e-casado-sigue-subiendo-a-costa-de-abascal/","1321","28 Dec–2 Jan 2021","2021-01-02","-","4.3","PSOE","PSOE +4.3",0.6,0.5,NA,6.8,0.8,NA,NA,1.3,3.3,NA,NA,2.4,1.7,NA,0.4,NA,NA,1.5,23,0.3,NA,NA,27.3,NA,0.1,11.2,16
"325","Generales","Castilla y León","Cyl.","-","-","SyM Consulting","https://twitter.com/Barometrocm/status/1347488086394077184","1276","27–31 Dec 2020","2020-12-31","64.7","6.4","PSOE","PSOE +6.4",NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9,NA,NA,NA,30.3,NA,NA,13.9,20.5
"326","Generales","España","Esp.","-","-","NC Report/La Razón","https://www.larazon.es/espana/20210103/4qz6k6qy7fgxnnjgy2vzvfhzuq.html","1000","18–30 Dec 2020","2020-12-30","62.8","1.9","PSOE","PSOE +1.9",1,0.4,NA,6.7,1,NA,NA,1.2,3.5,NA,NA,2.3,2.2,NA,0.4,NA,NA,1.5,24.3,0.2,NA,NA,26.2,NA,0.1,11.7,15.2
"327","Generales","España","Esp.","-","-","Sigma Dos/El Mundo","https://www.elmundo.es/espana/2021/01/02/5ff0dc2e21efa0e9238b4582.html","1144","22–29 Dec 2020","2020-12-29","-","2.7","PSOE","PSOE +2.7",NA,NA,NA,7.6,NA,NA,NA,NA,3.3,NA,NA,2.1,1,NA,NA,NA,NA,1.9,25.2,NA,NA,NA,27.9,NA,NA,10.8,13.5
